artists,title
Frederick Hammersley,YO YO SEQUENCE
Frederick Hammersley,SEQUENCE & THE SANE
Frederick Hammersley,CONSTANT TEA TALK
Frederick Hammersley,Chinese
Frederick Hammersley,Almost
Frederick Hammersley,Seems
Frederick Hammersley,With English
Harmony Hammond,Hug
Lyle Ashton Harris,Ektachrome Archives (New York Mix)
R. Heitmann,They shall beat their swords into ploughshares...
HIP Products,Untitled
HIP Products,Untitled
HIP Products,I Want Peace
HIP Products,I Want To Love It More
HIP Products,Dear Mr Nixon
Carl Hoeckner,The Fifth Commandment: Thou Shalt Not Kill
Hole in the Wall,Come Fly With Me...
John Houck,Variable Shadow #1
Houston Blacklight & Poster Dist. Co.,The Battle
Houston Blacklight & Poster Dist. Co.,East Meets West
Salomón Huerta,Untitled (House)
Shara Hughes,In the Clear
Peter Hujar,"Nude Self-Portrait Series, #3 (Avedon Master Class)"
Peter Hujar,Sheryl Sutton
Peter Hujar,Loulou de La Falaise
Peter Hujar,Canal Street Piers: Fake Men on the Stairs
Peter Hujar,"Charles Ludlam backstage at ""Gallas"", Ridiculous Theater"
Adelita Husni-Bey,After the Finish Line
Steffani Jemison,The Meaning of Various Photographs to Tyrand Needham
Bill Jensen,Drawing for Sea Wall
Joan Jonas,Script for Upside Down and Backwards
Kim Jones,Doll - blue face
Wolf Kahn,"Apple Tree in Summer, Oregon"
Wolf Kahn,Declivity
Wyatt Kahn,Untitled
Wyatt Kahn,Untitled
Sanya Kantarovsky,Kompleks
Alex Katz,"My Mother's Dream (7:45 p.m. Monday, 7:45 p.m. Tuesday, 7:45 p.m. Wednesday, 7:45 p.m. Thursday)"
Jon Kessler,Evolution
Judith Glickman Lauder,New York
Judith Glickman Lauder,New York
Si Lewen,Untitled Outtake from The Parade
Si Lewen,Untitled
Tala Madani,Shitty Disco
Robert Mangold,"Untitled, State A (Color)"
Robert Mangold,"Untitled, State B (Black)"
Gordon Matta-Clark,"Tenements (Documentation of the action ""Bronx Floors"" made in 1972-1973 in the Bronx, New York, United States)"
Gordon Matta-Clark,"Atrium Roof 1 (Documentation of the action ""Atrium Roof"" made in 1973 in Genoa, Italy)"
Gordon Matta-Clark,"Atrium Roof 3 (Documentation of the action ""Atrium Roof"" made in 1973 in Genoa, Italy)"
Gordon Matta-Clark,"Atrium Roof 4  (Documentation of the action ""Atrium Roof"" made in 1973 in Genoa, Italy)"
Gordon Matta-Clark,"Atrium Roof 5 (Documentation of the action ""Atrium Roof"" made in 1973 in Genoa, Italy)"
Gordon Matta-Clark,"Genua Datum Cut 73 (Documentation of the action ""Genova"" made in 1973 in Genoa, Italy)"
Gordon Matta-Clark,"Bingo 3 (Documentation of the action ""Bingo"" made in 1974 in New York, United States)"
Gordon Matta-Clark,"Bingo 4  (Documentation of the action ""Bingo"" made in 1974 in New York, United States)"
Gordon Matta-Clark,"Bingo 5  (Documentation of the action ""Bingo"" made in 1974 in New York, United States)"
Gordon Matta-Clark,"Bingo, in Progress (Documentation of the action ""Bingo"" made in 1974 in New York, United States)"
Gordon Matta-Clark,"Bingo, Pieces from House displayed in Art Park, Lewiston, New York  (Documentation of the action ""Bingo"" made in 1974 in New York, United States)"
Gordon Matta-Clark,"Splitting (Documentation of the action ""Splitting"" made in 1974 in New Jersey, United States)"
Gordon Matta-Clark,"Splitting 1 (Documentation of the action ""Splitting"" made in 1974 in New Jersey, United States)"
Gordon Matta-Clark,"Splitting 2 (Documentation of the action ""Splitting"" made in 1974 in New Jersey, United States)"
Gordon Matta-Clark,"Splitting 3 (Documentation of the action ""Splitting"" made in 1974 in New Jersey, United States)"
Gordon Matta-Clark,"Splitting 4  (Documentation of the action ""Splitting"" made in 1974 in New Jersey, United States)"
Gordon Matta-Clark,"Splitting 5 (Documentation of the action ""Splitting"" made in 1974 in New Jersey, United States)"
Gordon Matta-Clark,"Splitting 6 (Documentation of the action ""Splitting"" made in 1974 in New Jersey, United States)"
Gordon Matta-Clark,"Splitting 7 (Documentation of the action ""Splitting"" made in 1974 in New Jersey, United States)"
Gordon Matta-Clark,"Splitting 8 (Documentation of the action ""Splitting"" made in 1974 in New Jersey, United States)"
Gordon Matta-Clark,"Splitting 9 (Documentation of the action ""Splitting"" made in 1974 in New Jersey, United States)"
Gordon Matta-Clark,"Conical Intersect 1 (Documentation of the action ""Conical Intersect"" made in 1975 in Paris, France)"
Gordon Matta-Clark,"Conical Intersect 2  (Documentation of the action ""Conical Intersect"" made in 1975 in Paris, France)"
Gordon Matta-Clark,"Conical Intersect 3 (Documentation of the action ""Conical Intersect"" made in 1975 in Paris, France)"
Gordon Matta-Clark,"Conical Intersect 4 (Documentation of the action ""Conical Intersect"" made in 1975 in Paris, France)"
Gordon Matta-Clark,"Conical Intersect 5 (Documentation of the action ""Conical Intersect"" made in 1975 in Paris, France)"
Gordon Matta-Clark,"Conical Intersect 6 (Documentation of the action ""Conical Intersect"" made in 1975 in Paris, France)"
Gordon Matta-Clark,"Days End Pier 52.1 (Documentation of the action ""Day's End"" made in 1975 in New York, United States)"
Gordon Matta-Clark,"Days End Pier 52.2 (Documentation of the action ""Day's End"" made in 1975 in New York, United States)"
Gordon Matta-Clark,"Days End Pier 52.3 (Documentation of the action ""Day's End"" made in 1975 in New York, United States)"
Gordon Matta-Clark,"Jacob's Ladder 1 (Documentation of the action made in 1977 for Documenta 6, Kassel, Germany)"
Gordon Matta-Clark,"Jacob's Ladder 2 (Documentation of the action made in 1977 for Documenta 6, Kassel, Germany)"
Gordon Matta-Clark,"Jacob's Ladder 3 (Documentation of the action made in 1977 for Documenta 6, Kassel, Germany)"
Gordon Matta-Clark,"Office Baroque (Documentation of the action ""Office Baroque"" made in 1977 in Antwerp, Belgium)"
Gordon Matta-Clark,"Office Baroque 2 (Documentation of the action ""Office Baroque"" made in 1977 in Antwerp, Belgium)"
Gordon Matta-Clark,"Office Baroque, 3rd Floor (Documentation of the action ""Office Baroque"" made in 1977 in Antwerp, Belgium)"
Gordon Matta-Clark,"Office Baroque, 4th Floor (Documentation of the action ""Office Baroque"" made in 1977 in Antwerp, Belgium)"
Gordon Matta-Clark,"Office Baroque, 5th Floor looking down (Documentation of the action ""Office Baroque"" made in 1977 in Antwerp, Belgium)"
Gordon Matta-Clark,"Office Baroque, Views of 2nd Floor and Removed Section (Documentation of the action ""Office Baroque"" made in 1977 in Antwerp, Belgium)"
Gordon Matta-Clark,"Circus 1 (Documentation of the action ""Circus-Caribbean Orange"" made in 1978 in Chicago, United States)"
Gordon Matta-Clark,"Circus 2 (Documentation of the action ""Circus-Caribbean Orange"" made in 1978 in Chicago, United States)"
Gordon Matta-Clark,"Circus 3 (Documentation of the action ""Circus-Caribbean Orange"" made in 1978 in Chicago, United States)"
Gordon Matta-Clark,"Circus 4 (Documentation of the action ""Circus-Caribbean Orange"" made in 1978 in Chicago, United States)"
Gordon Matta-Clark,"Circus 5 (Documentation of the action ""Circus-Caribbean Orange"" made in 1978 in Chicago, United States)"
Donald Moffett,Lot 072416 (radiant blue)
Peter Moore,"March for Freedom of Expression, New York, Protesters in a Line"
Peter Moore,"(March for Freedom of Expression, New York, Peter Orlovsky and Allen Ginsberg)"
Carrie Moyer,Glimmer Glass
Walter Murch,Lava
Walter Murch,Still Life with Apple
John Baldessari,Baldessari Sings LeWitt
Emma Amos,Baby
Kay WalkingStick,April Contemplating May
Channa Horwitz,Suite 8
Louise Lawler,Salon Hodler (traced)
Clarissa Tossin,"A cycle of time we don't understand (reversed, invented, and rearranged)"
Clarissa Tossin,Yaxchilán Lintel 25 (feathered serpent)
Clarissa Tossin,"A two-headed serpent held in the arms of human beings, or, Ticket Window"
Clarissa Tossin,"Ha' K'in Xook, from Piedras Negras to Hill Street"
Meriem Bennani,Siham & Hafida
Leo Valledor,Odelight
Leo Valledor,Serena
Nick Mauss,Images in Mind
Rashid Johnson,Fear of a Black Planet
Mickalene Thomas,Racquel: Come to Me
Walter Zimmerman,Untitled
Walter Zimmerman,Untitled
Walter Zimmerman,Untitled
Walter Zimmerman,Untitled
Walter Zimmerman,Untitled
Walter Zimmerman,Untitled
Walter Zimmerman,Untitled
Walter Zimmerman,Untitled
Walter Zimmerman,Untitled
Postcommodity,A Very Long Line
Wade Guyton,"X Poster (Untitled, 2007, Epson UltraChrome inkjet on linen, 84 x 69 inches, WG1210)"
Guadalupe Maravilla,Requiem for my border crossing and my undocumented father's #6
Guadalupe Maravilla,Requiem for my border crossing (Collaborative drawing between the undocumented) #12
Simone Leigh,Cupboard VIII
Shannon Ebner,"A Hudson Yard: May, 2014"
Shannon Ebner,"A Hudson Yard: June, 2014"
Shannon Ebner,"A Hudson Yard: July, 2014"
Shannon Ebner,"A Hudson Yard: August, 2014"
Shannon Ebner,"A Hudson Yard: September, 2014"
Shannon Ebner,"A Hudson Yard: October, 2014"
Shannon Ebner,"A Hudson Yard: November, 2014"
Shannon Ebner,"A Hudson Yard: December, 2014"
Shannon Ebner,"A Hudson Yard: January, 2015"
Shannon Ebner,"A Hudson Yard: February, 2015"
Shannon Ebner,"A Hudson Yard: March, 2015"
Shannon Ebner,"A Hudson Yard: April, 2015"
Shannon Ebner,Clouds and Crowds
Pope.L,Flint Water 6 Pack
Pope.L,Flint Water
Pope.L,Flint Water 6 Pack
Pope.L,Flint Water 6 Pack
Pope.L,Flint Water 12 Pack
Pope.L,Flint Water 24 Pack
Luis Cruz Azaceta,The Actor
Naotaka Hiro,Untitled
Naotaka Hiro,Untitled
Ruth Orkin,"Boy Diving into Hudson River, Gansevoort Pier, New York City"
Ruth Orkin,"Sandstorm, West Village, New York City"
Jim Hodges,Untitled (it's already happened)
Mark Rothko,(No title)
Ruth Orkin,"Father hugging young girl at Penn Station, New York City"
Steven Parrino,Untitled
Alan Turner,Rescue
Charles Dellschau,Aero Ploltz Airpress Motors
Juan Sánchez,Para Mi Vieja
Alex Dodge,Remembering the Future
Sara VanDerBeek,Drawing in Perspective
Mariah Robertson,243
Liz Deschenes,Green Screen #7
Jane Freilicher,Early New York Evening
John Taylor Arms,"Chartres, the Magnificent"
John Taylor Arms,"Wilby Church, Northhamptonshire, England"
John Taylor Arms,"From Knoedler's Window, MCMXXXV"
John Taylor Arms,Normandy Noon
George Bellows,"Elsie Reading To Emma, Second Stone"
Yasuo Kuniyoshi,Untitled (Reclining Nude)
Martin Lewis,Boss of the Block
Martin Lewis,Derricks at Night
Louis Lozowick,"Safed, Israel"
Reginald Marsh,Loco-Erie Watering
Reginald Marsh,Soldiers on Leave
Reginald Marsh,League Print
Joseph Pennell,"The Steps, British Museum"
Joseph Pennell,"Orange Street, Brooklyn"
Ernest Roth,"Coentie's Slip, New York"
John Sloan,Dolly
Joe Deal,"Colton, California"
Joe Deal,"Fontana, California"
Joe Deal,"Monrovia, California"
Joe Deal,"Near Beaumont, California"
Joe Deal,"Edger, Country Village, California"
Joe Deal,"View, Riverside, California"
Joe Deal,"View, Riverside, California"
David Vestal,"133 W. 22nd St., New York"
David Vestal,"Carroll Street, Brooklyn, NY"
Artie Vierkant,"Air filter and method of constructing same 9, Black Square (Exploit)"
Joe Deal,"Home Site, Philips Ranch, California"
Joe Deal,"Home Site #2, Phillips Ranch, California"
Joe Deal,"Mountain Cropping, Phillips Ranch, California"
Joe Deal,"Property Line #1, Rancho Cucaronga, California"
Joe Deal,"Road Cut (Homage to Roger Fenton), Diamond Bar, California"
Joe Deal,"Shopping Center Site, Chino Hills, California"
Joe Deal,"Shopping Center, Anaheim Hills, California"
Channa Horwitz,Four Levels Composition #1
Suzan Frecon,indigo drawing
Lee Lozano,Untitled (Potballer Study)
Brice Marden,Untitled
Elizabeth Murray,Drawing for Wonderful World
Elizabeth Murray,Drawing for Wonderful World
Elizabeth Murray,Drawing for Wonderful World
Elizabeth Murray,Drawing for Wonderful World
Alan Turner,Mask #2
Marvin Israel,Untitled black landscape (Abstract grasses)
Marvin Israel,Untitled black landscape (Trees)
Marvin Israel,Untitled black landscape
Marvin Israel,Untitled black interior
Marvin Israel,Untitled black interior
Marvin Israel,"Elvis Presley fans, New York"
Marvin Israel,"James Dean, during the filming of Giant"
Park McArthur,Blank
Lynn Hershman Leeson,Water Woman - Blue Crown
Richard Bosman,Adversaries
Richard Bosman,Poisoned
Richard Bosman,Snowman
Richard Bosman,Full Moon
Richard Bosman,Rapids
Richard Bosman,Confrontation
Douglas Huebler,Crocodile Tears: Buried Treasure (Gauguin I)
John Currin,The Moved Over Lady
Roe Ethridge,Deborah Muller with Tripod
Jonas Wood,Pete Vuckovich
Jonas Wood,Young Manny
José Lerma,Beso de esquina
Anita Steckel,The Subway
Felix Gonzalez-Torres,“Untitled”
Felix Gonzalez-Torres,“Untitled”
Felix Gonzalez-Torres,“Untitled” (Klaus Barbie as a Family Man)
Jasper Johns,Target with Four Faces
Jasper Johns,Flags II
Jasper Johns,Cicada II
Lynn Hershman Leeson,Tempt Fate
John Divola,"N34°07.319""W115°50.987"
Diane Arbus,"Three Puerto Rican women, N.Y.C. 1963"
Diane Arbus,"Wax museum axe murderer, Coney Island, N.Y. 1960"
Diane Arbus,"Four people at a gallery opening, N.Y.C. 1968"
Mary McLean Obering,Untitled
Dan Asher,Untitled
Dan Asher,Untitled
Dan Asher,Untitled
Dan Asher,Untitled
Dan Asher,Untitled
Dan Asher,Untitled
Gina Beavers,Yummm
Carol Bove,Untitled (found metal sculpture)
Lucy Dodd,Beyond Blind
Sam Lewitt,Template/Print
Nick Mauss,Voice Through A Cloud
Bjarne Melgaard,Untitled
David Benjamin Sherry,"Storm Clearing Over Kings Canyon, Three Rivers, California"
David Benjamin Sherry,Manorathadayakas
Michael E. Smith,Untitled
Wu Tsang,The Shape of a Right Statement
Alexander Calder,Constellation
Bruce Conner,El Macho/El Señor
Richard Bosman,Mutiny
Richard Bosman,Cain and Abel
Richard Bosman,The Wave
"Lily Jue Sheng, Mike Sidnam, Antonia Kuo",Chromaflux
Jacky Connolly,Hudson Valley Ruins
Robin Graubard,cbgb’s back room
Robin Graubard,guy with boombox – Times Square
Rachel Harrison,"5 x 7’s (A&R Quality Photo, Aurora, Duggal, Emulsion, Foto Print, Image Studio, Pro Photo, R&B Color Labs, US Color, Victoria Photo)"
Walter Price,Afro blue 6
Kwame Brathwaite,Untitled (Sikolo with Carolee Prince Designs)
Kwame Brathwaite,Untitled (Self Portrait)
Kwame Brathwaite,Untitled (Photo shoot at a school for one of the many modeling groups who had begun to embrace natural hairstyles in the 1960s)
Hock E Aye Vi Edgar Heap of Birds,Deliver Pain
Hock E Aye Vi Edgar Heap of Birds,Dream Money
Hock E Aye Vi Edgar Heap of Birds,Build Death
Hock E Aye Vi Edgar Heap of Birds,Death from the Top
Hock E Aye Vi Edgar Heap of Birds,Sex Recruit
Hock E Aye Vi Edgar Heap of Birds,Uterine Hats
Hock E Aye Vi Edgar Heap of Birds,Lion's Share Misery
Hock E Aye Vi Edgar Heap of Birds,Road Kill
Hock E Aye Vi Edgar Heap of Birds,Wasted Strength
Hock E Aye Vi Edgar Heap of Birds,Crossing All the Borders
Hock E Aye Vi Edgar Heap of Birds,Your Sport
Hock E Aye Vi Edgar Heap of Birds,Bombs Island Scar
Hock E Aye Vi Edgar Heap of Birds,Disappear Me
Hock E Aye Vi Edgar Heap of Birds,Moving Against Earth
Hock E Aye Vi Edgar Heap of Birds,Social Surgery
Jamian Juliano-Villani,My Memories Projected in the Hallways of the Titanic
Norman Lewis,American Totem
Ronny Quevedo,every measure of zero (periphery)
Ronny Quevedo,every measure of zero (Nazca beyond the plain)
Ronny Quevedo,oro blanco
Nina Chanel Abney,White River Fish Kill
Diamond Stingily,How Did He Die
Kurt Kauper,Study for Woman #3
Juan Antonio Olivares,Untitled
Juan Antonio Olivares,Untitled
Juan Antonio Olivares,Untitled
Juan Antonio Olivares,Untitled
Juan Antonio Olivares,Untitled
Juan Antonio Olivares,Untitled
Juan Antonio Olivares,Untitled
Juan Antonio Olivares,Untitled
Juan Antonio Olivares,Unitled
Juan Antonio Olivares,Untitled
Barbara Hammer,Barbara & Terry
Robert Rauschenberg,Feather Cave
Nicole Eisenman,Beer Garden
Mary Weatherford,Pier 'n' Ocean
G. Peter Jemison,Liberty for Sale
G. Peter Jemison,Buffalo Road III Choices
Arlene Shechet,Significant Other: Main Squeeze
Arlene Shechet,Significant Other: True
Arlene Shechet,Significant Other: Miracle
Arlene Shechet,Significant Other: Pleasure
Ilona Granet,Curb Your Animal Instinct [Emily Post Street Signs]
Ilona Granet,No Cat Calls [Emily Post Street Signs]
Chemi Rosado-Seijo,Sur Norte America (Hablando con Torres Garcia)
Susan Kaprov,Green Scream
Susan Kaprov,Triple Mouth
Susan Kaprov,Self-Portrait with Mouth & Hair
Susan Kaprov,Self-Portrait (with Red Streak)
Susan Kaprov,Self-Portrait with Silhouette
Susan Kaprov,Self-Portrait in Shadow (Horizontal)
Susan Kaprov,Red Self-Portrait with Shadow
Susan Kaprov,Self-Portrait with Double Hand
Susan Kaprov,Self-Portrait with Left Hand
Susan Kaprov,The Wave
Susan Kaprov,The Energy of Music
Susan Kaprov,Untitled Expression (1)
Susan Kaprov,Untitled Expression (2)
Susan Kaprov,Asleep on a Cloud
Susan Kaprov,Self-Portrait as Dreamer
Susan Kaprov,Self-Portrait in Motion
Mary Beth Edelson,TV Head Spirit-Blue Eye
Wade Guyton,Untitled
